date,t_avg,sw_pot,sw_in,lw_in,vpd,ppt,ws,Rn,sw_out,lw_out,G,LE,LE_corrected,H,H_corrected,a_qc_value,swrad_flag
1/21/2010,5.404,209.574,142.007,292.06,2.089,0.1,2.317,34.7709375,24.84145833,353.5365417,4.17273,20.4242,15.2874,18.8474,14.1072,1,g
1/22/2010,9.713,211.257,143.051,327.484,4.368,5.4,5.912,23.2093125,24.896375,371.0424375,8.7446,27.4382,20.5374,21.6026,16.1695,1,g
1/23/2010,8.867,212.987,105.994,301.745,3.226,0.1,3.73,17.6460625,17.70460417,361.0186667,0.226521,41.0257,30.478,-9.54669,-7.09223,1,g
1/24/2010,3.428,214.763,140.364,253.905,2.805,0,4.761,19.06547917,25.37785417,337.9106667,-7.51977,34.4905,26.4477,17.0454,13.0706,1,g
1/25/2010,4.423,216.584,166.936,236.358,5.129,0,5.597,16.875375,30.54658333,336.4985208,-6.3905,28.0574,21.5147,21.2438,16.29,1,g
1/26/2010,2.929,218.448,151.679,257.976,3.847,0,2.386,30.262375,25.96127083,336.81825,-1.71077,15.835,12.1425,20.0316,15.3604,1,g
1/27/2010,5.517,220.355,163.113,261.807,3.75,0,4.352,29.48133333,28.64225,349.6338542,1.16625,17.0401,12.6591,19.8857,14.7731,1,g
1/28/2010,-4.715,222.303,18.243,292.376,0.767,0,5.095,1.889083333,5.298489362,303.9584792,-13.3445,17.5604,13.4655,25.7865,19.7733,1,g
1/29/2010,-7.908,224.293,59.657,281.476,0.05,0,4.484,3.003270833,46.08645833,288.0562083,-6.12415,10.5861,8.11754,7.52731,5.77202,1,g
1/30/2010,-6.032,226.324,177.394,249.55,0.901,2.2,1.872,-5.621395833,114.5679167,288.6660625,-5.47263,1.2389,0.950001,2.75265,2.11076,1,g
1/31/2010,-3.964,228.393,117.26,290.594,1.333,0,3.509,7.872916667,79.62445833,305.1276667,-5.21492,5.42717,4.16161,6.47867,4.96791,1,g
2/1/2010,-1.228,230.501,47.882,305.138,0.608,0,2.452,3.4021875,30.804625,315.7867083,-4.39667,0.115426,0.102896,0.557313,0.496814,1,g
2/2/2010,-0.526,232.645,185.911,266.133,1.236,0.1,2.538,3.211041667,95.43070833,312.408875,-4.79729,5.24226,4.67319,-7.37568,-5.65575,1,g
2/3/2010,0.521,234.826,56.188,320.243,0.402,1.2,2.49,16.411125,27.0668125,323.5508958,-3.5271,3.77139,2.89194,-3.10658,-2.33292,1,g
2/4/2010,0.116,237.042,52.258,322.371,0.482,8.3,2.08,-4.205630435,40.43877083,322.4152083,-3.47415,7.1656,6.28281,11.8058,10.3513,1,g
2/5/2010,2.611,239.291,171.244,282.295,1.12,0.1,5.041,39.47775,64.0355,327.319875,-0.196688,37.6865,33.0436,-5.79016,-4.34817,1,g
2/6/2010,0.668,241.573,59.314,306.896,0.528,0,2.356,21.53541667,12.75941667,328.4625417,-2.41094,17.334,15.8512,8.85246,8.09518,1,g
2/7/2010,-0.475,243.887,29.044,317.382,0.844,1.2,2.141,5.181395833,5.132520833,324.3361042,-3.90873,5.82797,5.10998,11.3209,9.92621,1,g
2/8/2010,-1.964,246.232,45.159,296.076,0.728,4.4,3.579,-7.303565217,25.79970833,314.1841875,-6.37487,17.8074,13.3727,7.36502,5.53083,1,g
2/9/2010,-5.924,248.606,197.148,201.155,0.925,0,3.855,32.28010417,52.93939583,296.9880833,-9.09304,41.3763,31.0719,41.507,31.1701,1,g
2/10/2010,-2.152,251.008,52.339,301.339,0.946,0,3.681,19.70870833,11.97189583,315.0148333,-5.2955,23.0203,17.2873,10.2761,7.71691,1,g
2/11/2010,-0.196,253.438,36.128,295.519,0.764,0,2.514,4.862,7.0681875,320.0387292,-3.83456,8.669,7.09069,1.2495,1.02201,1,g
2/12/2010,2.677,255.894,197.761,242.162,2.822,0.1,2.415,50.285375,33.90570833,331.5540417,1.41765,21.9925,17.7333,13.0324,10.5085,1,g
2/13/2010,7.058,258.374,178.249,274.688,4.48,0,3.425,54.7641875,29.76566667,349.8881667,10.0856,33.637,27.1227,6.3616,5.12959,1,g
2/14/2010,-0.639,260.879,157.174,253.402,1.665,0,6.319,41.15702083,28.29727083,320.5875208,-7.68462,48.6976,36.5699,50.4738,37.9038,1,g
2/15/2010,-1.184,263.405,210.14,209.044,3.214,0,5.344,42.3280625,37.04414583,316.595,-5.46556,35.8516,26.9231,42.2077,31.6963,1,g
2/16/2010,-1.126,265.954,212.591,209.588,3.177,0,3.688,46.37397917,38.00152083,316.2566458,-2.97719,28.3688,21.3038,43.7189,32.8311,1,g
2/17/2010,1.969,268.523,206.147,235.665,3.781,0,2.705,48.785875,35.28516667,334.7645208,1.05208,19.9303,15.3384,26.6298,20.4944,1,g
2/18/2010,8.218,271.111,200.539,273.556,5.553,0,5.028,52.30964583,34.32114583,361.5689167,12.4022,24.7838,19.9841,24.0067,19.3574,1,g
2/19/2010,4.051,273.717,194.109,262.163,2.145,0,4.38,59.81110417,34.2219375,344.2554375,2.15377,23.795,18.7008,47.7103,37.4961,1,g
2/20/2010,-1.064,276.339,26.624,309.673,1.465,1.1,2.375,5.199854167,3.516787234,321.5461667,-6.54813,14.3425,11.2719,15.9604,12.5435,1,g
2/21/2010,-2.331,278.978,40.608,312.633,1.083,6.8,4.508,1.394833333,7.440395833,315.0448125,-8.55865,11.3566,8.74012,4.80032,3.69434,1,g
2/22/2010,-4.046,281.63,46.737,300.296,0.03,0,4.297,-9.488020833,9.402354167,309.2869167,-7.65133,13.0666,10.0561,30.738,23.6561,1,g
2/23/2010,-2.648,284.296,222.045,222.437,0.874,0.4,2.969,57.8166875,38.3924375,314.9750417,-0.16475,43.1745,33.9314,43.399,34.1078,1,g
2/24/2010,0.135,286.974,224.833,233.547,1.867,0,3.04,56.10060417,36.82141667,327.6481458,2.1145,38.1714,30.779,31.9765,25.7838,1,g
2/25/2010,0.418,289.663,71.866,299.09,0.825,0.1,2.806,25.9981875,11.39395833,327.3936667,-0.335,18.8242,14.7942,9.74827,7.66129,1,g
2/26/2010,3.411,292.362,216.916,281.739,1.98,2.4,3.173,77.20666667,40.340375,340.303125,8.714,48.2337,37.1208,38.9168,29.9505,1,g
2/27/2010,6.372,295.07,222.614,259.237,4.573,0,2.277,69.0735625,36.29164583,356.0701875,11.314,39.4344,30.3488,18.5511,14.277,1,g
2/28/2010,5.253,297.785,105.636,295.933,2.232,0,3.363,27.639,17.6125,347.2158958,0.750917,27.0696,20.8329,12.4113,9.55174,1,g
3/1/2010,1.081,300.507,77.391,306.307,1.926,1,3.422,23.61102083,11.71708333,331.5549167,-6.06512,30.2839,23.3066,21.5482,16.5836,1,g
3/2/2010,2.593,303.235,109.394,293.971,1.094,0,1.603,36.15533333,17.552375,340.2885833,2.29248,20.6244,15.1176,13.8237,10.1328,1,g
3/3/2010,5.053,305.966,217.962,260.781,2.368,0,2.557,66.32372917,36.9311875,350.6315625,7.7211,33.4723,25.7604,38.3815,29.5386,1,g
3/4/2010,8.727,308.701,228.549,278.672,4.164,0,4.368,70.466,39.526625,364.9321042,9.64596,35.1323,27.6109,52.325,41.1229,1,g
3/5/2010,11.046,311.438,133.915,309.286,1.832,0,6.674,30.17072917,23.22747917,374.8105833,9.05367,12.3388,9.0443,17.8327,13.0713,1,g
3/6/2010,13.545,314.177,217.941,327.14,3.777,0,3.603,85.46210417,36.34222917,398.5569792,18.2552,30.053,22.0287,35.913,26.3241,1,g
3/7/2010,9.99,316.915,32.645,356.311,0.712,0,3.019,8.210520833,4.79706383,373.542125,2.08825,7.06058,4.98756,1.99679,1.41053,1,g
3/8/2010,10.064,319.653,55.05,348.223,1.392,4.2,4.957,14.59739583,7.554391304,372.0535208,1.78137,25.3641,17.9171,-2.05367,-1.4507,1,g
3/9/2010,9.964,322.389,174.913,304.367,2.966,0,5.023,58.96027083,28.88579167,369.9804375,0.832583,51.9972,38.1137,27.3043,20.0139,1,g
3/10/2010,2.972,325.121,58.189,293.713,0.728,4,3.036,-6.5865,9.09187234,335.792,-13.0794,20.9687,15.37,6.77852,4.96863,1,g
3/11/2010,4.105,327.85,171.808,277.353,1.283,0,4.981,60.7869375,26.417125,346.1827917,-1.75133,53.7725,39.415,22.7882,16.7037,1,g
3/12/2010,6.811,330.575,219.809,268.478,3.389,0,6.202,72.97945833,36.18860417,354.5652708,0.303292,60.8647,44.6136,42.0184,30.7993,1,g
3/13/2010,7.646,333.294,257.665,265.235,3.145,0,3.5,93.54414583,42.84504167,362.9191667,7.06079,49.6395,36.3855,51.9612,38.0873,1,g
3/14/2010,5.225,336.005,67.801,331.952,1.148,0,3.082,23.17520833,10.6134375,349.4149375,-2.50394,23.3726,16.5103,18.8115,13.2884,1,g
3/15/2010,7.018,338.709,41.892,343.532,1.139,0.1,4.325,13.22179167,5.739979167,357.531125,-0.6405,30.1597,22.1069,7.13881,5.23272,1,g
3/16/2010,7.094,341.405,237.176,282.463,3.15,0,2.66,93.74585417,39.770875,361.6161458,6.07656,45.8118,36.1722,59.8157,47.2295,1,g
3/17/2010,5.247,344.091,243.521,270.688,2.936,0,2.303,96.24720833,40.86097917,355.7220417,3.06333,44.8547,36.361,66.1332,53.6102,1,g
3/18/2010,9.07,346.768,262.419,275.331,5.889,0,4.705,83.18625,44.46433333,370.863125,5.54927,37.6344,29.7155,58.1382,45.905,1,g
3/19/2010,5.589,349.434,147.399,303.076,2.135,0,6.415,51.03083333,25.73144444,354.6835417,-5.42188,38.4583,28.4996,44.3199,32.8434,1,g
3/20/2010,-2.159,352.087,158.239,274.661,1.217,1.2,7.501,21.33785417,102.1308542,308.0945833,-13.6667,50.5683,39.9279,3.12278,2.4657,1,g
3/21/2010,2.195,354.728,279.504,225.728,3.971,0,4.42,80.2965,89.7056875,321.8657292,-6.15412,72.3874,57.1559,56.4697,44.5876,1,g
3/22/2010,9.195,357.355,233.889,267.608,8.032,0,4.202,71.97235417,42.6194375,362.420125,7.12423,50.6573,41.0647,31.4722,25.5126,1,g
3/23/2010,13.746,359.969,255.206,302.275,9.28,0,3.059,100.4824583,42.05202083,392.326125,17.6285,60.887,49.3573,21.8539,17.7156,1,g
3/24/2010,6.026,362.568,37.496,327.703,1.528,1.3,4.902,2.987916667,6.0112,352.9484167,-6.7039,19.5581,15.8545,8.11364,6.57724,1,g
3/25/2010,7.958,365.151,284.402,279.524,4.978,5.7,4.526,121.97075,47.39045833,365.7334583,7.9574,103.895,84.221,49.9588,40.4986,1,g
3/26/2010,10.92,367.718,264.715,291.735,5.835,0,7.997,92.3973125,46.33691667,377.01125,5.47696,63.9854,53.0385,65.056,53.926,1,g
3/27/2010,7.463,370.267,86.974,310.158,1.115,1.6,6.346,3.707541667,13.7044375,355.3074792,-5.57098,42.999,35.6426,6.13238,5.08323,1,g
3/28/2010,8.622,372.799,285.343,264.082,4.917,0,4.394,112.4620625,50.06889583,365.3275417,5.97377,78.5985,65.5314,46.7438,38.9726,1,g
3/29/2010,15.061,375.313,287.114,288.264,11.49,0,4.871,96.7391875,51.29508333,392.80975,10.5866,60.2017,51.1267,43.1298,36.6283,1,g
3/30/2010,19.58,377.808,271.696,314.695,17.466,0,6.582,89.82139583,48.28639583,417.4715417,13.3217,64.2512,54.5658,19.2343,16.3348,1,g
3/31/2010,24.083,380.284,292.36,329.171,25.251,0,6.234,101.2801042,52.02160417,438.3356042,15.0835,82.523,68.8034,-1.66196,-1.38566,1,g
4/1/2010,21.487,382.739,196.93,353.963,11.364,2.1,8.457,59.21697917,36.34570213,430.6799375,11.6868,38.1297,32.3819,17.6719,15.008,1,g
4/2/2010,13.877,385.174,266.464,299.351,10.06,0,3.625,103.9605,49.78102083,391.1776667,-0.0586042,100.428,85.2891,25.0601,21.2825,1,g
4/3/2010,12.923,387.587,250.858,286.833,10.252,0,5.259,79.20120833,47.26958333,384.1334167,-0.366188,53.3652,45.338,52.8786,44.9246,1,g
4/4/2010,19.135,389.978,295.446,321.799,15.985,0,4.406,112.5398958,54.919875,418.0902708,10.6043,83.0973,70.5709,29.3122,24.8936,1,g
4/5/2010,23.06,392.348,279.629,357.195,14.37,0,7.064,102.4118542,52.36672917,444.8654583,16.4487,60.4072,50.3644,40.8144,34.029,1,g
4/6/2010,20.716,394.694,305.659,323.013,13.75,0,7.459,100.9517083,58.171,432.6558542,8.80998,82.0219,67.9893,38.4711,31.8894,1,g
4/7/2010,7.152,397.018,153.635,277.533,3.747,0,5.362,34.54116667,31.70664583,356.3726458,-11.1539,39.8054,32.3375,22.8778,18.5857,1,g
4/8/2010,9.658,399.317,274.705,272.793,7.342,0,3.057,96.8825625,52.45452083,379.3131458,4.20667,53.7568,42.9783,53.4181,42.7075,1,g
4/9/2010,16.827,401.592,312.555,293.607,14.247,0,7.379,97.098125,59.8,414.152625,10.3785,31.3557,25.0687,78.7769,62.9817,1,g
4/10/2010,17.825,403.842,298.103,317.65,10.559,0,5.271,105.0065417,55.70910417,425.3175625,13.9244,24.9365,19.6352,80.9686,63.7556,1,g
4/11/2010,17.274,406.068,159.443,361.822,4.626,0,3.555,55.08008333,29.7418125,417.7265208,7.28644,14.061,11.0718,44.77,35.2524,1,g
4/12/2010,18.416,408.267,198.465,357.482,3.965,0,4.724,69.581125,36.96310417,424.3932708,7.88279,10.0881,7.91738,67.0836,52.6489,1,g
4/13/2010,19.047,410.441,261.693,341.136,9.064,0,8.331,92.5110625,47.77470833,429.3026667,9.3466,18.0166,13.7774,93.759,71.6981,1,g
4/14/2010,19.428,412.589,209.912,367.892,7.565,0,6.502,79.65327083,37.37685417,432.9464167,9.04669,12.3283,9.67557,81.1595,63.696,1,g
4/15/2010,17.828,414.71,150.72,375.501,3.464,2,4.282,39.3144375,26.87039583,419.9063958,4.48179,26.0875,20.4741,44.0692,34.5866,1,g
4/16/2010,11.821,416.805,29.34,379.191,1.769,39,2.973,-8.986979167,4.377510638,384.8246458,-10.5462,54.3206,41.0256,10.9288,8.25396,1,g
4/17/2010,10.64,418.871,182.698,349.341,1.879,0,2.704,94.30679167,29.5378125,386.4611042,-0.550625,90.1805,67.097,39.3034,29.2429,1,g
4/18/2010,9.135,420.91,47.497,363.644,0.667,2.3,1.917,11.21491667,7.625666667,373.9395417,-7.65267,33.1176,24.6405,13.5855,10.108,1,g
4/19/2010,10.658,422.921,163.728,362.52,1.417,0.1,2.667,82.09922917,25.5060625,389.318875,2.47233,60.7883,44.5323,40.6699,29.794,1,g
4/20/2010,12.179,424.903,92.847,364.397,1.458,0,2.974,36.47454167,15.01722917,390.4912708,-1.30992,36.9279,27.0527,19.0961,13.9894,1,g
4/21/2010,16.202,426.857,215.725,376.798,2.893,0,2.582,108.797625,34.003,421.6685,14.7284,51.6267,37.8207,53.1202,38.9148,1,g
4/22/2010,17.434,428.783,124.262,384.377,1.112,2.9,4.825,45.68647917,20.22779167,419.2997708,6.41817,32.509,23.8155,22.7884,16.6944,1,g
4/23/2010,16.384,430.678,318.951,317.846,8.929,13.3,7.291,117.8100417,53.45095833,411.0004375,-2.44946,147.314,109.053,35.0429,25.9415,1,g
4/24/2010,13.712,432.545,225.676,337.906,4.47,0,6.822,98.66002083,38.44010417,398.4112917,-0.766229,83.7747,65.7484,61.5423,48.3,1,g
4/25/2010,15.793,434.382,333.313,310.985,8.77,0,5.192,139.1499167,57.83508333,415.1340417,10.1456,72.1985,57.8956,80.8077,64.7993,1,g
4/26/2010,11.38,436.189,190.586,307.264,5.705,0,4.114,62.63674468,34.58425,385.25675,-7.36023,52.9601,42.4684,50.0486,40.1337,1,g
4/27/2010,11.625,437.967,338.599,278.933,6.727,0,2.89,135.0019574,58.77933333,405.0651458,8.39433,43.5072,36.6823,76.6345,64.613,1,g
4/28/2010,18.255,439.714,267.511,332.959,9.981,0,9.416,91.22247917,48.1165625,425.3946875,5.7599,36.2132,30.6149,79.2337,66.9846,1,g
4/29/2010,24.004,441.43,334.193,352.383,14.55,0,9.623,118.6707917,59.9889375,464.0584583,18.0203,35.0844,29.5808,90.4314,76.2455,1,g
4/30/2010,16.34,443.116,328.68,323.711,10.871,0,4.269,127.2427083,59.9435,428.0038542,3.76638,36.5416,30.8094,109.514,92.3348,1,g
5/1/2010,14.207,444.772,194.28,334.99,8.362,0,2.526,71.05070833,35.09395833,411.9041667,-3.3566,26.8005,22.6573,52.5524,44.428,1,g
5/2/2010,15.085,446.395,289.107,313.93,9.893,0.6,2.604,111.6956957,52.27010417,421.30175,6.15562,34.3398,29.0311,71.5885,60.5213,1,g
5/3/2010,16.093,447.988,320.63,309.845,8.801,0,3.105,120.9738958,58.33972917,433.3694375,8.86417,33.6419,28.441,76.3213,64.5225,1,g
5/4/2010,21.522,449.55,348.335,322.171,18.05,0,5.058,116.7075957,65.91079167,457.596625,11.969,28.3095,24.9864,87.4942,77.2237,1,g
5/5/2010,18.166,451.08,347.061,307.122,13.478,0,3.474,132.5713404,65.27372917,442.2744792,7.03494,42.7348,36.1282,95.6567,80.8687,1,g
5/6/2010,22.138,452.579,341.8,343.226,14.981,0,5.653,120.1173125,65.4426875,462.0630625,16.6893,29.6425,25.0599,111.711,94.4407,1,g
5/7/2010,13.903,454.046,347.849,291.001,8.353,0,6.741,138.8092979,66.87675,415.8949792,0.662354,39.8612,33.6989,169.396,143.208,1,g
5/8/2010,11.697,455.481,267.202,325.826,7.357,0,2.885,116.8800833,49.50908333,412.4465833,4.08231,32.5163,28.6994,89.6046,79.0864,1,g
5/9/2010,13.054,456.884,124.764,371.456,4.164,0,5.775,51.23729167,23.10114583,402.9866042,-2.79515,17.6752,15.6004,64.3439,56.7909,1,g
5/10/2010,18.806,458.255,264.633,360.992,12.48,0,6.404,99.56658333,51.38095833,434.1938958,10.4814,26.9844,23.8093,106.339,93.8271,1,g
5/11/2010,17.57,459.594,340.874,339.346,4.447,2.2,3.22,149.8783958,62.8431875,443.76925,17.1072,28.4326,23.9891,107.299,90.5302,1,g
5/12/2010,20.168,460.901,252.055,377.031,4.877,21.5,5.656,94.8438125,46.84526667,450.3574583,2.92538,80.7999,63.7203,53.2531,41.9964,1,g
5/13/2010,12.97,462.174,345.772,319.312,4.122,0,3.567,159.8201875,56.44,411.2763125,-1.40792,155.045,117.71,73.0791,55.4817,1,g
5/14/2010,13.515,463.416,198.435,342.869,2.089,0,2.174,82.9311875,32.5248125,402.3552917,-6.89481,62.7259,49.4668,43.7385,34.493,1,g
5/15/2010,16.302,464.626,185.072,389.867,2.959,0.3,1.954,98.919375,27.7918125,427.06675,6.46929,55.7576,43.9715,41.3277,32.5918,1,g
5/16/2010,18.454,465.803,283.515,365.213,4.28,0,2.252,127.9675208,45.64220833,442.7426042,8.2389,55.0546,41.7975,72.1341,54.7643,1,g
5/17/2010,17.179,466.948,341.705,343.492,5.414,0,2.836,153.2970625,53.18847917,441.27425,6.60535,63.5355,50.1053,102.718,81.0054,1,g
5/18/2010,17.057,468.059,256.478,373.308,2.696,6.7,3.497,121.1530208,38.08647917,434.5607708,2.29846,76.8949,60.6407,73.8174,58.2138,1,g
5/19/2010,16.458,469.138,145.617,377.634,1.264,47,3.424,64.94347917,20.18463043,418.1377917,-0.513234,75.38,57.2286,24.4704,18.578,1,g
5/20/2010,15.772,470.185,300.615,342.285,2.89,0,4.046,146.24175,43.79870833,421.1288958,4.71894,122.865,96.8934,63.5456,50.1133,1,g
5/21/2010,19.837,471.198,348.912,354.764,5.033,0,4.511,157.7219583,48.28639583,448.1599583,13.5343,109.493,87.6816,68.9678,55.229,1,g
5/22/2010,24.981,472.178,339.181,384.17,5.812,0,9.518,142.5535,50.16475,471.5461667,13.9561,83.4915,66.8595,91.4431,73.2272,1,g
5/23/2010,24.785,473.126,204.285,397.888,5.726,0,7.72,72.62825,30.70910417,465.0929583,5.31115,51.7771,41.4629,38.0385,30.461,1,g
5/24/2010,23.076,474.041,180.439,409.064,4.189,24.4,7.442,78.338,28.33384444,455.2618333,2.81335,52.3725,41.9396,35.6149,28.5202,1,g
5/25/2010,21.356,474.922,312.016,387.638,3.826,16.4,3.666,159.0141739,39.8415625,453.8315,12.7863,155.839,123.989,37.0946,29.5133,1,g
5/26/2010,19.441,475.771,153.713,384.968,2,44.9,2.548,63.34185417,21.26013953,430.6561875,-2.65841,106.672,85.4224,10.2467,8.20554,1,g
5/27/2010,22.811,476.586,337.877,372.676,7.755,0,2.017,157.1495833,42.3829375,463.0776875,16.2126,147.725,119.354,28.2715,22.8419,1,g
5/28/2010,24.514,477.369,345.988,381.884,8.837,0,2.685,153.8834375,45.7486875,474.7475208,12.4381,139.067,112.368,34.2428,27.6685,1,g
5/29/2010,25.408,478.119,346.572,383.913,9.784,0,4.295,149.0045,48.35722917,479.7362292,8.58379,126.363,102.507,47.4231,38.4702,1,g
5/30/2010,23.255,478.835,336.238,388.751,6.037,0,4.118,166.3830208,47.251,472.380125,9.07062,111.927,91.348,63.419,51.7589,1,g
5/31/2010,22.653,479.519,222.78,410.594,4.639,0,2.341,108.2921042,31.97722917,469.0801042,5.65283,64.0839,52.3015,49.201,40.1549,1,g
6/1/2010,27.434,480.17,341.844,390.993,17.676,0,5.884,141.9640208,51.0459375,488.9305625,8.41319,110.81,90.4367,57.047,46.5584,1,g
6/2/2010,24.829,480.787,315.237,383.297,9.466,0,3.632,148.617375,46.78977083,482.1306458,8.57604,119.779,97.7563,34.787,28.3911,1,g
6/3/2010,24.092,481.372,331.619,382.912,7.984,0,2.245,145.022,48.95689583,486.2244375,12.2209,103.345,84.3439,57.1124,46.6118,1,g
6/4/2010,27.414,481.923,339.396,394.271,15.055,0,3.653,142.2754167,50.71866667,498.0586042,15.2721,124.086,101.271,32.4746,26.5039,1,g
6/5/2010,28.869,482.441,336.918,404.58,16.705,0,3.905,143.8670417,50.33083333,508.6840625,20.0265,126.274,102.435,25.1138,20.3726,1,g
6/6/2010,25.708,482.927,325.789,404.619,12.417,0,3.332,165.0684167,49.0753125,493.7260208,11.3504,142.763,115.811,33.9196,27.5159,1,g
6/7/2010,22.744,483.378,132.842,408.883,2.733,2.5,3.76,57.43253333,22.81644186,450.4173125,-8.34802,82.7205,67.1038,-0.097872,-0.0793948,1,g
6/8/2010,28.529,483.797,320.879,412.501,13.238,0,5.11,143.1831458,48.58772917,495.8583958,12.4293,140.079,113.633,18.008,14.6083,1,g
6/9/2010,25.522,484.183,312.079,408.907,7.842,0,3.384,146.86275,47.85925,486.4204167,12.1618,121.648,99.5124,53.2174,43.5335,1,g
6/10/2010,27.646,484.536,311.566,418.544,11.069,0,5.96,150.573875,48.02091667,494.5930417,14.8957,137.203,112.237,38.7499,31.6987,1,g
6/11/2010,28.363,484.856,306.688,418.929,12.695,0,7.127,145.0101915,49.0058125,497.5028958,16.3846,142.925,116.918,28.1407,23.02,1,g
6/12/2010,27.6,485.143,310.454,418.451,8.635,0,4.837,141.7101875,49.36495833,496.3666667,15.8529,134.335,110.093,30.0647,24.6393,1,g
6/13/2010,24.132,485.398,180.564,428.914,4.706,28.4,3.645,86.8468125,30.37311111,468.6268333,2.01081,107.913,88.6697,21.0656,17.3091,1,g
6/14/2010,19.281,485.618,110.9,415.304,1.338,6.9,1.938,58.76691667,15.49974468,435.705625,-10.8219,70.1765,57.6625,17.7768,14.6068,1,g
6/15/2010,23.661,485.806,346.574,398.179,7.803,0.1,1.889,184.3378542,47.75891667,471.5087292,10.4466,158.344,130.107,29.9573,24.6152,1,g
6/16/2010,26.035,485.961,301.366,407.105,8.256,0.2,4.527,153.9111667,45.76514894,471.6566875,0.763313,165.817,136.248,15.3535,12.6157,1,g
6/17/2010,27.976,486.084,347.675,403.297,12.539,0,5.942,164.72375,53.88927083,483.7409167,4.13444,169.804,139.819,19.6588,16.1874,1,g
6/18/2010,28.795,486.173,346.979,403.485,13.852,0,5.138,161.9358542,52.95020833,491.5726667,9.10329,159.706,131.505,11.9071,9.80453,1,g
6/19/2010,29.116,486.23,349.751,403.428,14.125,0,5.063,157.7322292,55.10416667,493.5509792,8.63748,164.3,136.25,17.6241,14.6152,1,g
6/20/2010,28.874,486.254,354.556,407.989,14.475,0,5.203,165.06775,56.69041667,493.9,9.98819,159.021,134.424,29.3161,24.7816,1,g
6/21/2010,29.161,486.245,321.329,410.768,17.306,0,5.206,153.8644792,51.6785,494.03225,11.7502,145.751,123.539,19.1928,16.2679,1,g
6/22/2010,29.746,486.203,353.001,404.345,19.044,0,5.347,157.8445833,57.20764583,498.0117292,15.2818,153.938,132.631,30.282,26.0907,1,g
6/23/2010,29.125,486.129,307.589,418.011,15.793,0,4.314,146.9060417,50.29708333,496.1635417,14.0803,121.362,104.565,27.7641,23.9213,1,g
6/24/2010,25.919,486.021,225.944,418.536,8.524,0,1.948,117.0481875,36.92841667,476.0985208,6.65567,72.3173,62.3079,33.652,28.9943,1,g
6/25/2010,29.356,485.882,339.3,414.365,16.376,0,3.745,157.7537917,56.30189583,498.2573958,16.3829,145.453,125.321,36.2511,31.2336,1,g
6/26/2010,30.013,485.709,316.277,416.336,19.629,0,4.396,139.3435208,53.90033333,499.2146875,14.461,123.05,105.339,27.5419,23.5777,1,g
6/27/2010,27.572,485.504,253.97,418.455,14.576,0,2.396,131.3536809,43.78679167,483.148125,8.26333,95.167,81.4693,39.2518,33.6022,1,g
6/28/2010,25.712,485.267,308.676,386.76,16.246,0,1.893,153.5946458,53.3618125,472.4109583,7.88077,88.0943,75.9013,56.4564,48.6423,1,g
6/29/2010,24.899,484.997,347.616,379.105,13.49,0,2.063,172.4206875,58.10729167,473.116125,11.2613,72.9459,64.9723,79.6661,70.9579,1,g
6/30/2010,25.009,484.694,315.323,383.448,12.331,0,1.739,151.44475,54.302,470.710875,8.59404,71.8423,64.2178,72.0943,64.4431,1,g
7/1/2010,23.93,484.36,242.489,396.41,8.064,0,3.01,100.6353125,44.16,460.5575417,4.21131,53.3302,47.6703,59.3059,53.0119,1,g
7/2/2010,23.623,483.993,185.439,417.396,2.507,6.3,3.332,78.58458333,32.9704375,455.83725,-3.0779,93.6393,83.7016,32.8673,29.3791,1,g
7/3/2010,23.642,483.594,124.071,433.29,1.252,8.7,4.445,46.29816667,21.318625,452.5926667,-5.73256,97.493,87.1463,6.48379,5.79568,1,g
7/4/2010,24.302,483.162,204.322,427.128,3.074,35,4.913,99.105375,35.5262766,458.2899167,-0.161229,141.632,126.641,18.5241,16.5635,1,g
7/5/2010,24.38,482.698,203.701,424.626,2.527,18.1,2.541,104.2442292,36.3153617,459.8286875,2.65631,91.5604,86.5677,22.9364,21.6857,1,g
7/6/2010,23.636,482.203,247.683,416.205,5.548,0,1.654,138.4705417,40.82247917,458.6067917,3.08765,106.715,95.4205,35.6309,31.8597,1,g
7/7/2010,24.256,481.675,279.595,409.223,5.072,0,1.581,161.4966875,46.28570833,461.581875,3.29275,122.39,104.774,36.0045,30.8223,1,g
7/8/2010,22.749,481.115,134.473,421.05,2.112,0.7,2.333,62.247,23.643375,448.3636667,-4.61544,85.4022,73.11,16.8578,14.4314,1,g
7/9/2010,23.896,480.523,275.192,405.22,5.995,0,1.491,155.6935,47.93379167,457.8099583,3.70188,107.991,96.5608,37.9835,33.9633,1,g
7/10/2010,25.431,479.9,331.96,407.563,7.358,0,2.146,159.7560417,57.87995833,466.4048958,6.17573,131.198,120.049,54.5105,49.878,1,g
7/11/2010,27.99,479.244,336.669,421.089,11.783,2,3.269,173.9592083,57.39145833,477.4301042,8.95454,159.418,145.87,15.1034,13.8199,1,g
7/12/2010,26.005,478.557,317.235,406.96,8.399,0,3.11,162.7535417,55.69235417,468.9369583,4.27871,132.147,120.917,33.0064,30.2014,1,g
7/13/2010,29.358,477.838,344.754,414.549,10.859,0,2.722,161.895375,61.5494375,486.1607917,11.0189,144.863,132.552,32.9928,30.1889,1,g
